2016-04-29 16:05:41,464 INFO  [org.jboss.modules] (main) JBoss Modules version 1.4.3.Final
2016-04-29 16:05:41,645 INFO  [org.jboss.msc] (main) JBoss MSC version 1.2.6.Final
2016-04-29 16:05:41,690 INFO  [org.jboss.as] (MSC service thread 1-7) WFLYSRV0049: WildFly Full 9.0.2.Final (WildFly Core 1.0.2.Final) starting
2016-04-29 16:05:42,185 INFO  [org.xnio] (MSC service thread 1-3) XNIO version 3.3.1.Final
2016-04-29 16:05:42,188 INFO  [org.jboss.as.host.controller] (Controller Boot Thread) WFLYHC0003: Creating http management service using network interface (management) port (9990) securePort (-1)
2016-04-29 16:05:42,213 INFO  [org.xnio.nio] (MSC service thread 1-3) XNIO NIO Implementation Version 3.3.1.Final
2016-04-29 16:05:42,304 INFO  [org.jboss.remoting] (MSC service thread 1-3) JBoss Remoting version 4.0.9.Final
2016-04-29 16:05:42,342 INFO  [org.jboss.as.remoting] (MSC service thread 1-1) WFLYRMT0001: Listening on 127.0.0.1:9999
2016-04-29 16:05:43,505 INFO  [org.jboss.as.controller.management-deprecated] (Controller Boot Thread) WFLYCTL0028: Attribute 'job-repository-type' in the resource at address '/profile=default/subsystem=batch' is deprecated, and may be removed in future version. See the attribute description in the output of the read-resource-description operation to learn more about the deprecation.
2016-04-29 16:05:43,507 INFO  [org.jboss.as.controller.management-deprecated] (Controller Boot Thread) WFLYCTL0028: Attribute 'enabled' in the resource at address '/profile=default/subsystem=datasources/data-source=ExampleDS' is deprecated, and may be removed in future version. See the attribute description in the output of the read-resource-description operation to learn more about the deprecation.
2016-04-29 16:05:43,544 INFO  [org.jboss.as.controller.management-deprecated] (Controller Boot Thread) WFLYCTL0028: Attribute 'job-repository-type' in the resource at address '/profile=ha/subsystem=batch' is deprecated, and may be removed in future version. See the attribute description in the output of the read-resource-description operation to learn more about the deprecation.
2016-04-29 16:05:43,546 INFO  [org.jboss.as.controller.management-deprecated] (Controller Boot Thread) WFLYCTL0028: Attribute 'enabled' in the resource at address '/profile=ha/subsystem=datasources/data-source=ExampleDS' is deprecated, and may be removed in future version. See the attribute description in the output of the read-resource-description operation to learn more about the deprecation.
2016-04-29 16:05:43,557 INFO  [org.jboss.as.controller.management-deprecated] (Controller Boot Thread) WFLYCTL0028: Attribute 'default-stack' in the resource at address '/profile=ha/subsystem=jgroups' is deprecated, and may be removed in future version. See the attribute description in the output of the read-resource-description operation to learn more about the deprecation.
2016-04-29 16:05:43,572 INFO  [org.jboss.as.controller.management-deprecated] (Controller Boot Thread) WFLYCTL0028: Attribute 'job-repository-type' in the resource at address '/profile=full/subsystem=batch' is deprecated, and may be removed in future version. See the attribute description in the output of the read-resource-description operation to learn more about the deprecation.
2016-04-29 16:05:43,575 INFO  [org.jboss.as.controller.management-deprecated] (Controller Boot Thread) WFLYCTL0028: Attribute 'enabled' in the resource at address '/profile=full/subsystem=datasources/data-source=ExampleDS' is deprecated, and may be removed in future version. See the attribute description in the output of the read-resource-description operation to learn more about the deprecation.
2016-04-29 16:05:43,602 INFO  [org.jboss.as.controller.management-deprecated] (Controller Boot Thread) WFLYCTL0028: Attribute 'job-repository-type' in the resource at address '/profile=full-ha/subsystem=batch' is deprecated, and may be removed in future version. See the attribute description in the output of the read-resource-description operation to learn more about the deprecation.
2016-04-29 16:05:43,603 INFO  [org.jboss.as.controller.management-deprecated] (Controller Boot Thread) WFLYCTL0028: Attribute 'enabled' in the resource at address '/profile=full-ha/subsystem=datasources/data-source=ExampleDS' is deprecated, and may be removed in future version. See the attribute description in the output of the read-resource-description operation to learn more about the deprecation.
2016-04-29 16:05:43,613 INFO  [org.jboss.as.controller.management-deprecated] (Controller Boot Thread) WFLYCTL0028: Attribute 'default-stack' in the resource at address '/profile=full-ha/subsystem=jgroups' is deprecated, and may be removed in future version. See the attribute description in the output of the read-resource-description operation to learn more about the deprecation.
2016-04-29 16:05:44,055 INFO  [org.jboss.as] (Controller Boot Thread) WFLYSRV0060: Http management interface listening on http://127.0.0.1:9990/management
2016-04-29 16:05:44,056 INFO  [org.jboss.as] (Controller Boot Thread) WFLYSRV0051: Admin console listening on http://127.0.0.1:9990
2016-04-29 16:05:44,056 INFO  [org.jboss.as] (Controller Boot Thread) WFLYSRV0025: WildFly Full 9.0.2.Final (WildFly Core 1.0.2.Final) (Host Controller) started in 2929ms - Started 50 of 52 services (15 services are lazy, passive or on-demand)
2016-04-29 16:17:00,760 INFO  [org.jboss.as.domain.controller] (Host Controller Service Threads - 31) WFLYHC0019: Registered remote slave host "slave-1", JBoss WildFly Full 9.0.2.Final (WildFly 1.0.2.Final)
2016-04-29 16:20:42,233 INFO  [org.jboss.as.domain.controller] (Host Controller Service Threads - 32) WFLYHC0019: Registered remote slave host "slave-2", JBoss WildFly Full 9.0.2.Final (WildFly 1.0.2.Final)
2016-04-29 16:23:21,329 INFO  [org.jboss.as.domain.controller] (Remoting "master:MANAGEMENT" task-13) WFLYHC0026: Unregistered remote slave host "slave-1"
2016-04-29 16:23:29,157 INFO  [org.jboss.as.domain.controller] (Remoting "master:MANAGEMENT" task-16) WFLYHC0026: Unregistered remote slave host "slave-2"
2016-04-29 16:23:32,282 INFO  [org.jboss.as] (MSC service thread 1-4) WFLYSRV0050: WildFly Full 9.0.2.Final (WildFly Core 1.0.2.Final) stopped in 26ms
