2016-05-01 17:35:15,525 INFO  [org.jboss.modules] (main) JBoss Modules version 1.4.3.Final
2016-05-01 17:35:15,680 INFO  [org.jboss.msc] (main) JBoss MSC version 1.2.6.Final
2016-05-01 17:35:15,713 INFO  [org.jboss.as] (MSC service thread 1-7) WFLYSRV0049: WildFly Full 9.0.2.Final (WildFly Core 1.0.2.Final) starting
2016-05-01 17:35:16,223 INFO  [org.xnio] (MSC service thread 1-6) XNIO version 3.3.1.Final
2016-05-01 17:35:16,226 INFO  [org.jboss.as.host.controller] (Controller Boot Thread) WFLYHC0003: Creating http management service using network interface (management) port (19990) securePort (-1)
2016-05-01 17:35:16,239 INFO  [org.xnio.nio] (MSC service thread 1-6) XNIO NIO Implementation Version 3.3.1.Final
2016-05-01 17:35:16,338 INFO  [org.jboss.remoting] (MSC service thread 1-6) JBoss Remoting version 4.0.9.Final
2016-05-01 17:35:16,397 INFO  [org.jboss.as.remoting] (MSC service thread 1-7) WFLYRMT0001: Listening on 127.0.0.1:19999
2016-05-01 17:35:21,687 WARN  [org.jboss.as.host.controller] (Controller Boot Thread) WFLYHC0001: Could not connect to remote domain controller remote://127.0.0.1:9999 -- java.net.ConnectException: WFLYPRT0023: Could not connect to remote://127.0.0.1:9999. The connection timed out
2016-05-01 17:35:27,689 WARN  [org.jboss.as.host.controller] (Controller Boot Thread) WFLYHC0001: Could not connect to remote domain controller remote://127.0.0.1:9999 -- java.net.ConnectException: WFLYPRT0023: Could not connect to remote://127.0.0.1:9999. The connection timed out
2016-05-01 17:35:33,690 WARN  [org.jboss.as.host.controller] (Controller Boot Thread) WFLYHC0001: Could not connect to remote domain controller remote://127.0.0.1:9999 -- java.net.ConnectException: WFLYPRT0023: Could not connect to remote://127.0.0.1:9999. The connection timed out
2016-05-01 17:35:39,691 WARN  [org.jboss.as.host.controller] (Controller Boot Thread) WFLYHC0001: Could not connect to remote domain controller remote://127.0.0.1:9999 -- java.net.ConnectException: WFLYPRT0023: Could not connect to remote://127.0.0.1:9999. The connection timed out
2016-05-01 17:35:45,692 WARN  [org.jboss.as.host.controller] (Controller Boot Thread) WFLYHC0001: Could not connect to remote domain controller remote://127.0.0.1:9999 -- java.net.ConnectException: WFLYPRT0023: Could not connect to remote://127.0.0.1:9999. The connection timed out
2016-05-01 17:35:51,694 WARN  [org.jboss.as.host.controller] (Controller Boot Thread) WFLYHC0001: Could not connect to remote domain controller remote://127.0.0.1:9999 -- java.net.ConnectException: WFLYPRT0023: Could not connect to remote://127.0.0.1:9999. The connection timed out
2016-05-01 17:35:51,694 WARN  [org.jboss.as.host.controller] (Controller Boot Thread) WFLYHC0001: Could not connect to remote domain controller remote://127.0.0.1:9999 -- java.lang.IllegalStateException: WFLYHC0052: Could not connect to master in 5 attempts within 30000 ms
2016-05-01 17:35:56,696 WARN  [org.jboss.as.host.controller] (Controller Boot Thread) WFLYHC0001: Could not connect to remote domain controller remote://127.0.0.1:9999 -- java.net.ConnectException: WFLYPRT0023: Could not connect to remote://127.0.0.1:9999. The connection timed out
2016-05-01 17:36:02,697 WARN  [org.jboss.as.host.controller] (Controller Boot Thread) WFLYHC0001: Could not connect to remote domain controller remote://127.0.0.1:9999 -- java.net.ConnectException: WFLYPRT0023: Could not connect to remote://127.0.0.1:9999. The connection timed out
2016-05-01 17:36:09,318 INFO  [org.jboss.as.host.controller] (Controller Boot Thread) WFLYHC0148: Connected to master host controller at remote://127.0.0.1:9999
2016-05-01 17:36:09,412 INFO  [org.jboss.as.host.controller] (Controller Boot Thread) WFLYHC0023: Starting server REST-server-1
2016-05-01 17:37:00,956 INFO  [org.jboss.as.host.controller] (Remoting "host-1:MANAGEMENT" task-6) WFLYHC0021: Server [Server:REST-server-1] connected using connection [Channel ID 06ea35ae (inbound) of Remoting connection 09dea278 to /127.0.0.1:57285]
